data,stato,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido
2021-10-27 17:00:00,ITA,2615,341,2956,72409,75365,319,4598,4545049,131954,,,4752368,102379323,35839956.0,,27.0,,,4574500.0,177868.0,62828246.0,39551077.0
2021-10-28 17:00:00,ITA,2609,347,2956,73822,76778,1413,4866,4548449,132004,,,4757231,102949658,35900791.0,,32.0,,,4579059.0,178172.0,62951716.0,39997942.0
2021-10-29 17:00:00,ITA,2658,349,3007,75637,78644,1866,5335,4551882,132037,,,4762563,103424436,35959934.0,,18.0,,,4584087.0,178476.0,63079137.0,40345299.0
2021-10-30 17:00:00,ITA,2707,346,3053,77328,80381,1737,4878,4554985,132074,,,4767440,103901788,36020618.0,,20.0,,,4588510.0,178930.0,63187420.0,40714368.0
2021-10-31 17:00:00,ITA,2754,342,3096,79352,82448,2067,4526,4557417,132100,,,4771965,104251958,36077911.0,,17.0,,,4592777.0,179188.0,63271453.0,40980505.0
2021-11-01 17:00:00,ITA,2863,364,3227,80495,83722,1274,2818,4558941,132120,,,4774783,104398683,36105689.0,,33.0,,,4595482.0,179301.0,63316846.0,41081837.0
2021-11-02 17:00:00,ITA,2992,385,3377,81070,84447,725,2834,4561006,132161,,,4777614,104637037,36140579.0,,34.0,,,4598052.0,179562.0,63378327.0,41258710.0
2021-11-03 17:00:00,ITA,3029,381,3410,81877,85287,840,5188,4565291,132224,,,4782802,105354348,36207265.0,,31.0,,,4602393.0,180409.0,63507841.0,41846507.0
2021-11-04 17:00:00,ITA,3045,383,3428,83948,87376,2089,5905,4569045,132283,,,4788704,105868977,36272129.0,,36.0,,,4607812.0,180892.0,63645336.0,42223641.0
2021-11-05 17:00:00,ITA,3124,395,3519,86837,90356,2980,6764,4572775,132334,,,4795465,106412391,36334537.0,,37.0,,,4614013.0,181452.0,63773771.0,42638620.0
2021-11-06 17:00:00,ITA,3173,392,3565,90128,93693,3337,6764,4576167,132365,,,4802225,106904353,36400705.0,,23.0,,,4620205.0,182020.0,63906880.0,42997473.0
2021-11-07 17:00:00,ITA,3215,398,3613,93380,96987,3294,5822,4578669,132385,,,4808047,107339124,36453042.0,,26.0,,,4625604.0,182443.0,64006304.0,43332820.0
2021-11-08 17:00:00,ITA,3362,415,3777,94998,98775,1788,4197,4581396,132423,,,4812594,107588239,36489224.0,,35.0,,,4629847.0,182747.0,64068951.0,43519288.0
2021-11-09 17:00:00,ITA,3436,421,3857,96348,100205,1430,6032,4586009,132491,,,4818705,108233928,36555207.0,,52.0,,,4635128.0,183577.0,64198051.0,44035877.0
2021-11-10 17:00:00,ITA,3447,423,3870,98989,102859,2654,7891,4591328,132551,,,4826738,108721546,36622425.0,,34.0,,,4642418.0,184320.0,64344604.0,44376942.0
2021-11-11 17:00:00,ITA,3509,422,3931,102989,106920,4061,8569,4595897,132618,,,4835435,109317358,36687526.0,,37.0,,,4650544.0,184891.0,64490144.0,44827214.0
2021-11-12 17:00:00,ITA,3525,445,3970,106689,110659,3739,8516,4600612,132686,,,4843957,109816293,36751114.0,,47.0,,,4658259.0,185698.0,64623457.0,45192836.0
2021-11-13 17:00:00,ITA,3597,453,4050,111062,115112,4453,8544,4604645,132739,,,4852496,110356664,36818073.0,,39.0,,,4665891.0,186605.0,64758767.0,45597897.0
2021-11-14 17:00:00,ITA,3647,458,4105,115125,119230,4118,7569,4608056,132775,,,4860061,110802257,36876596.0,,29.0,,,4672800.0,187261.0,64864335.0,45937922.0
2021-11-15 17:00:00,ITA,3808,475,4283,116592,120875,1645,5144,4611566,132819,,,4865260,111051082,36911565.0,,41.0,,,4677651.0,187609.0,64929977.0,46121105.0
2021-11-16 17:00:00,ITA,3970,481,4451,118945,123396,2521,7698,4616786,132893,,,4873075,111735792,36983718.0,,41.0,,,4684065.0,189010.0,65078921.0,46656871.0
2021-11-17 17:00:00,ITA,4060,486,4546,122539,127085,3689,10172,4623192,132965,,,4883242,112273557,37055239.0,,39.0,,,4693144.0,190098.0,65254872.0,47018685.0
2021-11-18 17:00:00,ITA,4088,503,4591,127922,132513,5428,10638,4628340,133034,,,4893887,112899331,37126648.0,,55.0,,,4702837.0,191050.0,65417133.0,47482198.0
2021-11-19 17:00:00,ITA,4145,512,4657,132473,137130,4617,10544,4634229,133082,,,4904441,113437819,37198784.0,,39.0,,,4712509.0,191932.0,65576766.0,47861053.0
2021-11-20 17:00:00,ITA,4250,512,4762,138639,143401,6271,11555,4639449,133131,,,4915981,114012631,37274564.0,,50.0,,,4722639.0,193342.0,65732775.0,48279856.0
2021-11-21 17:00:00,ITA,4345,520,4865,143895,148760,5359,9709,4643751,133177,,,4925688,114499740,37340316.0,,35.0,,,4731444.0,194244.0,65859791.0,48639949.0
2021-11-22 17:00:00,ITA,4507,549,5056,146458,151514,2754,6404,4647330,133247,,,4932091,114767310,37377595.0,,54.0,,,4737392.0,194699.0,65933097.0,48834213.0
2021-11-23 17:00:00,ITA,4597,560,5157,149353,154510,2996,10047,4654295,133330,,,4942135,115456590,37452240.0,,61.0,,,4745794.0,196341.0,66090711.0,49365879.0
2021-11-24 17:00:00,ITA,4629,573,5202,154115,159317,4807,12448,4661853,133415,,,4954585,116019095,37530712.0,,49.0,,,4756693.0,197892.0,66278086.0,49741009.0
2021-11-25 17:00:00,ITA,4689,588,5277,161321,166598,7281,13764,4668257,133486,,,4968341,116669093,37610375.0,,57.0,,,4769052.0,199289.0,66454367.0,50214726.0
2021-11-26 17:00:00,ITA,4748,606,5354,167264,172618,6020,13686,4675867,133537,,,4982022,117226273,37686249.0,,58.0,,,4781272.0,200750.0,66622177.0,50604096.0
